,,PltRpt=1 Group=1 new alamar blue(1) De=1st Ex=Top Em=Top Wdw=N/A (14),
8,O19,235809,
8,O20,237630,
8,O21,283499,
8,O22,321971,
8,O23,273937,
8,O24,648286,
8,P01,510790,
8,P02,344109,
8,P03,378402,
8,P04,314992,
8,P05,325470,
8,P06,342415,
8,P07,373897,
8,P08,373338,
8,P09,391612,
8,P10,489880,
8,P11,434949,
8,P12,415377,
8,P13,497618,
8,P14,261908,
8,P15,459951,
8,P16,389839,
8,P17,411441,
8,P18,434917,
8,P19,320193,
8,P20,360685,
8,P21,562660,
8,P22,437476,
8,P23,432110,
8,P24,599771,

,,PltRpt=1 Group=1 new alamar blue(1) De=1st Ex=Top Em=Top Wdw=N/A (14),
Plate,Well,Signal,
9,A01,642275,
9,A02,626259,
9,A03,585201,
9,A04,643299,
9,A05,668980,
9,A06,677829,
9,A07,653589,
9,A08,674047,
9,A09,637440,
9,A10,653841,
9,A11,637702,
9,A12,655867,
9,A13,682671,
9,A14,679574,
9,A15,659764,
9,A16,680578,
9,A17,619279,
9,A18,685287,
9,A19,624238,
9,A20,660167,
9,A21,646707,
9,A22,662222,
9,A23,669752,
9,A24,694195,
9,B01,604957,
9,B02,358824,
9,B03,278156,
9,B04,287692,
9,B05,311986,
9,B06,488125,
9,B07,122135,
9,B08,589944,
9,B09,346572,
9,B10,420528,
9,B11,223515,
9,B12,153690,
9,B13,304688,
9,B14,371779,
9,B15,552672,
9,B16,284891,
9,B17,320974,
9,B18,383359,
9,B19,248178,
9,B20,324692,
9,B21,614320,
9,B22,329189,
9,B23,350655,
9,B24,626516,
9,C01,621761,
9,C02,286494,
9,C03,124813,
9,C04,64250,
9,C05,249671,
9,C06,503803,
9,C07,295699,
9,C08,224587,
9,C09,538510,
9,C10,64264,
9,C11,52804,
9,C12,252848,
9,C13,210823,
9,C14,320330,
9,C15,375000,
9,C16,291175,
9,C17,219435,
9,C18,250919,
9,C19,305744,
9,C20,324208,
9,C21,319617,
9,C22,273309,
9,C23,364243,
9,C24,527532,
9,D01,548152,
9,D02,438247,
9,D03,246356,
9,D04,241393,
9,D05,159619,
9,D06,170289,
9,D07,195018,
9,D08,62105,
9,D09,276102,
9,D10,213548,
9,D11,306943,
9,D12,151116,
9,D13,259816,
9,D14,250277,
9,D15,272854,
9,D16,60583,
9,D17,239934,
9,D18,276819,
9,D19,250873,
9,D20,198511,
9,D21,247019,
9,D22,292125,
9,D23,282861,
9,D24,635171,
9,E01,502424,
9,E02,283671,
9,E03,83088,
9,E04,50145,
9,E05,190115,
9,E06,232703,
9,E07,232770,
9,E08,290266,
9,E09,216341,
9,E10,84355,
9,E11,55309,
9,E12,288601,
9,E13,205756,
9,E14,248342,
9,E15,275490,
9,E16,276957,
9,E17,234748,
9,E18,252880,
9,E19,213778,
9,E20,260622,
9,E21,221257,
9,E22,396941,
9,E23,375192,
9,E24,646590,
9,F01,492324,
9,F02,279043,
9,F03,292821,
9,F04,256432,
9,F05,212492,
9,F06,200718,
9,F07,219659,
9,F08,186139,
9,F09,106731,
9,F10,167498,
9,F11,263044,
9,F12,201765,
9,F13,234944,
9,F14,37350,
9,F15,268080,
9,F16,231950,
9,F17,259648,
9,F18,242807,
9,F19,254960,
9,F20,234506,
9,F21,270450,
9,F22,212145,
9,F23,552275,
9,F24,649961,
9,G01,654714,
9,G02,332533,
9,G03,84189,
9,G04,61205,
9,G05,222566,
9,G06,387106,
9,G07,198444,
9,G08,192554,
9,G09,256297,
9,G10,55632,
9,G11,53308,
9,G12,278290,
9,G13,203341,
9,G14,245810,
9,G15,255108,
9,G16,231933,
9,G17,247392,
9,G18,233601,
9,G19,221954,
9,G20,254490,
9,G21,205994,
9,G22,233819,
9,G23,626020,
9,G24,626836,
9,H01,350483,
9,H02,64056,
9,H03,188216,
9,H04,205606,
9,H05,161896,
9,H06,203600,
9,H07,171622,
9,H08,203333,
9,H09,215285,
9,H10,185519,
9,H11,229590,
9,H12,224344,
9,H13,121531,
9,H14,109905,
9,H15,272076,
9,H16,142087,
9,H17,241164,
9,H18,226350,
9,H19,251982,
9,H20,200787,
9,H21,166158,
9,H22,239527,
9,H23,215158,
9,H24,504027,
9,I01,675284,
9,I02,222584,
9,I03,91098,
9,I04,50133,
9,I05,236935,
9,I06,229341,
9,I07,254375,
9,I08,217425,
9,I09,223430,
9,I10,103119,
9,I11,47605,
9,I12,286298,
9,I13,318726,
9,I14,249020,
9,I15,231004,
9,I16,241331,
9,I17,233726,
9,I18,232481,
9,I19,216235,
9,I20,270530,
9,I21,216241,
9,I22,231642,
9,I23,254956,
9,I24,472418,
9,J01,54664,
9,J02,155079,
9,J03,203300,
9,J04,182376,
9,J05,148115,
9,J06,186368,
9,J07,263608,
9,J08,88833,
9,J09,158051,
9,J10,182921,
9,J11,239622,
9,J12,224145,
9,J13,199733,
9,J14,220562,
9,J15,243686,
9,J16,216057,
9,J17,215745,
9,J18,211984,
9,J19,221851,
9,J20,207308,
9,J21,213197,
9,J22,239544,
9,J23,304545,
9,J24,310271,
9,K01,480410,
9,K02,343713,
9,K03,102961,
9,K04,45939,
9,K05,244911,
9,K06,259486,
9,K07,263387,
9,K08,292041,
9,K09,253808,
9,K10,109304,
9,K11,54707,
9,K12,223314,
9,K13,283936,
9,K14,263804,
9,K15,240528,
9,K16,251975,
9,K17,229310,
9,K18,262838,
9,K19,255488,
9,K20,348990,
9,K21,329781,
9,K22,274264,
9,K23,477681,
9,K24,634972,
9,L01,419543,
9,L02,39720,
9,L03,207814,
9,L04,226616,
9,L05,233771,
9,L06,228032,
9,L07,179624,
9,L08,202710,
9,L09,236796,
9,L10,248488,
9,L11,110757,
9,L12,225048,
9,L13,37586,
9,L14,138178,
9,L15,250249,
9,L16,139745,
9,L17,278508,
9,L18,251758,
9,L19,281856,
9,L20,240185,
9,L21,219857,
9,L22,226405,
9,L23,188564,
9,L24,553687,
9,M01,640345,
9,M02,284390,
9,M03,110079,
9,M04,47551,
9,M05,249248,
9,M06,208992,
9,M07,214555,
9,M08,240376,
9,M09,198024,
9,M10,100660,
9,M11,48953,
9,M12,208139,
9,M13,230898,
9,M14,241603,
9,M15,241126,
9,M16,244569,
9,M17,247028,
9,M18,285763,
9,M19,218020,
9,M20,242161,
9,M21,235158,
9,M22,244177,
9,M23,310066,
9,M24,634028,
9,N01,633017,
9,N02,250058,
9,N03,247308,
9,N04,225025,
9,N05,195130,
9,N06,259041,
9,N07,233053,
9,N08,196694,
9,N09,238384,
9,N10,215907,
9,N11,237394,
9,N12,187686,
9,N13,174527,
9,N14,271647,
9,N15,265009,
9,N16,248528,
9,N17,275908,
9,N18,39779,
9,N19,302621,
9,N20,206739,
9,N21,245200,
9,N22,209336,
9,N23,332396,
9,N24,445114,
9,O01,664893,
9,O02,330511,
9,O03,335180,
9,O04,592949,
9,O05,256883,
9,O06,309578,
9,O07,271463,
9,O08,274671,
9,O09,273580,
9,O10,228011,
9,O11,241156,
9,O12,371915,
9,O13,299772,
9,O14,265583,
9,O15,303154,
9,O16,307080,
9,O17,282670,
9,O18,341458,
9,O19,233569,
9,O20,292925,
9,O21,278202,
9,O22,331632,
9,O23,350941,
9,O24,635984,
9,P01,575516,
9,P02,494642,
9,P03,530741,
9,P04,381766,
9,P05,520704,
9,P06,465687,
9,P07,484494,
9,P08,621620,
9,P09,571171,
9,P10,487921,
9,P11,468760,
9,P12,523447,
9,P13,416555,
9,P14,310644,
9,P15,449330,
9,P16,616605,
9,P17,646113,
9,P18,508806,
9,P19,634542,
9,P20,482476,
9,P21,585462,
9,P22,442210,
9,P23,625806,
9,P24,646410,

,,PltRpt=1 Group=1 new alamar blue(1) De=1st Ex=Top Em=Top Wdw=N/A (14),
Plate,Well,Signal,
10,A01,565350,
10,A02,549986,
10,A03,509763,
10,A04,510493,
10,A05,561472,
10,A06,526397,
10,A07,493053,
10,A08,539200,
10,A09,525521,
10,A10,550034,
10,A11,520821,
10,A12,378653,
10,A13,515152,
10,A14,469686,
10,A15,497988,
10,A16,546808,
10,A17,559859,
10,A18,506476,
10,A19,556510,
10,A20,546922,
10,A21,432135,
10,A22,539725,
10,A23,553503,
10,A24,558721,
10,B01,495150,
10,B02,461581,
10,B03,351065,
10,B04,221441,
10,B05,242576,
10,B06,181282,
10,B07,67931,
10,B08,211197,
10,B09,478811,
10,B10,435570,
10,B11,205838,
10,B12,210177,
10,B13,292344,
10,B14,273996,
10,B15,204416,
10,B16,258398,
10,B17,239808,
10,B18,221555,
10,B19,278278,
10,B20,302131,
10,B21,383271,
10,B22,416400,
10,B23,513491,
10,B24,528830,
10,C01,385936,
10,C02,236549,
10,C03,110318,
10,C04,50602,
10,C05,207819,
10,C06,184636,
10,C07,218631,
10,C08,190222,
10,C09,175213,
10,C10,83144,
10,C11,51217,
10,C12,299142,
10,C13,215385,
10,C14,207307,
10,C15,189130,
10,C16,242836,
10,C17,214905,
10,C18,223640,
10,C19,210085,
10,C20,214157,
10,C21,217747,
10,C22,208118,
10,C23,246608,
10,C24,582853,
10,D01,390114,
10,D02,342110,
10,D03,219089,
10,D04,213276,
10,D05,156143,
10,D06,174757,
10,D07,170184,
10,D08,57477,
10,D09,223370,
10,D10,227152,
10,D11,196962,
10,D12,151742,
10,D13,213873,
10,D14,138619,
10,D15,218184,
10,D16,65733,
10,D17,209612,
10,D18,224473,
10,D19,203970,
10,D20,150191,
10,D21,187769,
10,D22,204743,
10,D23,214362,
10,D24,519244,
10,E01,506515,
10,E02,235186,
10,E03,83442,
10,E04,48514,
10,E05,219558,
10,E06,181746,
10,E07,179970,
10,E08,204036,
10,E09,192828,
10,E10,81835,
10,E11,51840,
10,E12,201723,
10,E13,194223,
10,E14,213496,
10,E15,184957,
10,E16,187868,
10,E17,178915,
10,E18,198807,
10,E19,188001,
10,E20,190202,
10,E21,207832,
10,E22,208694,
10,E23,324744,
10,E24,534207,
10,F01,517093,
10,F02,232695,
10,F03,189494,
10,F04,177986,
10,F05,207085,
10,F06,168660,
10,F07,203640,
10,F08,174316,
10,F09,87145,
10,F10,137142,
10,F11,241262,
10,F12,191651,
10,F13,205968,
10,F14,97053,
10,F15,191515,
10,F16,187003,
10,F17,221614,
10,F18,196755,
10,F19,222333,
10,F20,187620,
10,F21,236304,
10,F22,206198,
10,F23,338029,
10,F24,530015,
10,G01,485071,
10,G02,297546,
10,G03,97820,
10,G04,51898,
10,G05,178602,
10,G06,193654,
10,G07,178237,
10,G08,211980,
10,G09,199842,
10,G10,87211,
10,G11,51531,
10,G12,190698,
10,G13,221799,
10,G14,215910,
10,G15,215816,
10,G16,212598,
10,G17,190044,
10,G18,194455,
10,G19,171910,
10,G20,201557,
10,G21,166717,
10,G22,214352,
10,G23,250294,
10,G24,419901,
10,H01,403913,
10,H02,104011,
10,H03,205604,
10,H04,168308,
10,H05,160580,
10,H06,189421,
10,H07,161384,
10,H08,191614,
10,H09,182230,
10,H10,187993,
10,H11,192918,
10,H12,188319,
10,H13,163406,
10,H14,120821,
10,H15,181852,
10,H16,179569,
10,H17,202687,
10,H18,245043,
10,H19,193174,
10,H20,164013,
10,H21,180330,
10,H22,181053,
10,H23,108457,
10,H24,345825,
10,I01,324365,
10,I02,269957,
10,I03,85600,
10,I04,54945,
10,I05,163234,
10,I06,181657,
10,I07,167625,
10,I08,193302,
10,I09,174176,
10,I10,96693,
10,I11,53733,
10,I12,204528,
10,I13,211384,
10,I14,202018,
10,I15,188772,
10,I16,197643,
10,I17,185093,
10,I18,196886,
10,I19,218965,
10,I20,223058,
10,I21,164003,
10,I22,188113,
10,I23,195564,
10,I24,539461,
10,J01,169686,
10,J02,184500,
10,J03,198171,
10,J04,152462,
10,J05,138210,
10,J06,166765,
10,J07,208344,
10,J08,103403,
10,J09,178731,
10,J10,194273,
10,J11,203277,
10,J12,160122,
10,J13,185748,
10,J14,197528,
10,J15,191291,
10,J16,178598,
10,J17,211181,
10,J18,184402,
10,J19,190189,
10,J20,168435,
10,J21,163945,
10,J22,135414,
10,J23,212141,
10,J24,149530,
10,K01,483644,
10,K02,255162,
10,K03,87717,
10,K04,50692,
10,K05,176511,
10,K06,215470,
10,K07,233564,
10,K08,197194,
10,K09,212530,
10,K10,91518,
10,K11,51494,
10,K12,209622,
10,K13,206257,
10,K14,210240,
10,K15,225399,
10,K16,226248,
10,K17,244429,
10,K18,257545,
10,K19,221764,
10,K20,222173,
10,K21,210684,
10,K22,213130,
10,K23,208615,
10,K24,400215,
10,L01,314050,
10,L02,92185,
10,L03,290999,
10,L04,223175,
10,L05,222238,
10,L06,220211,
10,L07,191838,
10,L08,187944,
10,L09,245368,
10,L10,200250,
10,L11,93946,
10,L12,203608,
10,L13,37485,
10,L14,156228,
10,L15,236421,
10,L16,156730,
10,L17,235355,
10,L18,233863,
10,L19,214556,
10,L20,247607,
10,L21,163682,
10,L22,234617,
10,L23,99124,
10,L24,211717,
10,M01,320245,
10,M02,196182,
10,M03,93254,
10,M04,49076,
10,M05,197467,
10,M06,188265,
10,M07,193010,
10,M08,201975,
10,M09,172838,
10,M10,92272,
10,M11,49691,
10,M12,201869,
10,M13,188362,
10,M14,187674,
10,M15,192439,
10,M16,201957,
10,M17,208020,
10,M18,204146,
10,M19,194460,
10,M20,180414,
10,M21,243312,
10,M22,210284,
10,M23,209620,
10,M24,435078,
10,N01,389144,
10,N02,225211,
10,N03,212570,
10,N04,182078,
10,N05,174470,
10,N06,210999,
10,N07,195934,
10,N08,192822,
10,N09,202949,
10,N10,192013,
10,N11,188953,
10,N12,169925,
10,N13,141563,
10,N14,191138,
10,N15,206639,
10,N16,216523,
10,N17,213162,
10,N18,47489,
10,N19,215988,
10,N20,195417,
10,N21,214178,
10,N22,86859,
10,N23,235354,
10,N24,513111,
10,O01,435352,
10,O02,271896,
10,O03,223081,
10,O04,200631,
10,O05,209008,
10,O06,327797,
10,O07,302061,
10,O08,291753,
10,O09,228423,
10,O10,275937,
10,O11,247934,
10,O12,235356,
10,O13,313594,
10,O14,234593,
10,O15,227903,
10,O16,295684,
10,O17,326676,
10,O18,273879,
10,O19,252848,
10,O20,262078,
10,O21,292560,
10,O22,253827,
10,O23,265924,
10,O24,309645,
10,P01,425174,
10,P02,416507,
10,P03,336796,
10,P04,264634,
10,P05,413240,
10,P06,321227,
10,P07,363317,
10,P08,412455,
10,P09,362183,
10,P10,478673,
10,P11,413146,
10,P12,477204,
10,P13,417135,
10,P14,258131,
10,P15,383715,
10,P16,521588,
10,P17,360835,
10,P18,436325,
10,P19,399672,
10,P20,432623,
10,P21,391748,
10,P22,492760,
10,P23,502869,
10,P24,488730,

,,PltRpt=1 Group=1 new alamar blue(1) De=1st Ex=Top Em=Top Wdw=N/A (14),
Plate,Well,Signal,
11,A01,608960,
11,A02,593852,
11,A03,584886,
11,A04,608508,
11,A05,533844,
11,A06,577945,
11,A07,470525,
11,A08,583931,
11,A09,556470,
11,A10,563103,
11,A11,598351,
11,A12,586500,
11,A13,512647,
11,A14,573582,
11,A15,512428,
11,A16,587603,
11,A17,542873,
11,A18,620156,
11,A19,564859,
11,A20,560628,
11,A21,566229,
11,A22,568687,
11,A23,513654,
11,A24,542629,
11,B01,472389,
11,B02,519987,
11,B03,546926,
11,B04,478006,
11,B05,350302,
11,B06,249510,
11,B07,110747,
11,B08,312476,
11,B09,387667,
11,B10,477698,
11,B11,154950,
11,B12,201077,
11,B13,367154,
11,B14,320264,
11,B15,356455,
11,B16,302905,
11,B17,492073,
11,B18,191504,
11,B19,291670,
11,B20,446689,
11,B21,378405,
11,B22,366870,
11,B23,491201,
11,B24,512722,
11,C01,398669,
11,C02,555750,
11,C03,128469,
11,C04,55219,
11,C05,251481,
11,C06,382027,
11,C07,268824,
11,C08,224949,
11,C09,250459,
11,C10,100956,
11,C11,49472,
11,C12,284070,
11,C13,166303,
11,C14,248911,
11,C15,226781,
11,C16,213310,
11,C17,224604,
11,C18,250247,
11,C19,220311,
11,C20,188395,
11,C21,215817,
11,C22,245062,
11,C23,278485,
11,C24,532298,
11,D01,525094,
11,D02,273804,
11,D03,314009,
11,D04,226653,
11,D05,163887,
11,D06,215068,
11,D07,221065,
11,D08,61711,
11,D09,194679,
11,D10,205736,
11,D11,218738,
11,D12,89993,
11,D13,201095,
11,D14,93833,
11,D15,241582,
11,D16,59574,
11,D17,142367,
11,D18,227883,
11,D19,211321,
11,D20,138235,
11,D21,288865,
11,D22,153892,
11,D23,386803,
11,D24,566908,
11,E01,586761,
11,E02,294128,
11,E03,108518,
11,E04,68340,
11,E05,217757,
11,E06,397788,
11,E07,171723,
11,E08,212075,
11,E09,183004,
11,E10,127352,
11,E11,53439,
11,E12,239378,
11,E13,172946,
11,E14,228698,
11,E15,186075,
11,E16,207274,
11,E17,200950,
11,E18,214451,
11,E19,176916,
11,E20,221889,
11,E21,216990,
11,E22,264932,
11,E23,235396,
11,E24,560688,
11,F01,558813,
11,F02,305180,
11,F03,214915,
11,F04,223707,
11,F05,239755,
11,F06,186971,
11,F07,210686,
11,F08,182031,
11,F09,95330,
11,F10,125204,
11,F11,202680,
11,F12,193492,
11,F13,223680,
11,F14,39076,
11,F15,198121,
11,F16,168649,
11,F17,220291,
11,F18,240588,
11,F19,213726,
11,F20,168240,
11,F21,187954,
11,F22,163135,
11,F23,341025,
11,F24,499440,
11,G01,541086,
11,G02,276744,
11,G03,91467,
11,G04,62872,
11,G05,181316,
11,G06,193642,
11,G07,186657,
11,G08,200381,
11,G09,217445,
11,G10,99312,
11,G11,56383,
11,G12,187413,
11,G13,228342,
11,G14,213796,
11,G15,213615,
11,G16,221985,
11,G17,203801,
11,G18,205840,
11,G19,229953,
11,G20,196906,
11,G21,194281,
11,G22,195507,
11,G23,316771,
11,G24,539693,
11,H01,349682,
11,H02,130651,
11,H03,185377,
11,H04,200717,
11,H05,160201,
11,H06,150681,
11,H07,125306,
11,H08,196822,
11,H09,195482,
11,H10,177998,
11,H11,230452,
11,H12,177232,
11,H13,84197,
11,H14,100584,
11,H15,182009,
11,H16,126113,
11,H17,194178,
11,H18,192818,
11,H19,173027,
11,H20,166926,
11,H21,118541,
11,H22,175595,
11,H23,161170,
11,H24,279613,
11,I01,438469,
11,I02,261815,
11,I03,129086,
11,I04,56841,
11,I05,189715,
11,I06,213521,
11,I07,208405,
11,I08,205584,
11,I09,202020,
11,I10,108832,
11,I11,56247,
11,I12,230027,
11,I13,195112,
11,I14,202621,
11,I15,196174,
11,I16,200643,
11,I17,200105,
11,I18,216547,
11,I19,187131,
11,I20,193387,
11,I21,183005,
11,I22,200203,
11,I23,232855,
11,I24,392090,
11,J01,147028,
11,J02,208558,
11,J03,221057,
11,J04,179632,
11,J05,147956,
11,J06,182653,
11,J07,216714,
11,J08,92895,
11,J09,128333,
11,J10,163941,
11,J11,211109,
11,J12,169909,
11,J13,178019,
11,J14,187319,
11,J15,225118,
11,J16,181730,
11,J17,201263,
11,J18,187170,
11,J19,200248,
11,J20,178146,
11,J21,125956,
11,J22,138948,
11,J23,169065,
11,J24,116599,
11,K01,509225,
11,K02,417486,
11,K03,109960,
11,K04,58892,
11,K05,172800,
11,K06,222040,
11,K07,211153,
11,K08,210194,
11,K09,241858,
11,K10,87236,
11,K11,51820,
11,K12,204450,
11,K13,213225,
11,K14,224135,
11,K15,243062,
11,K16,239875,
11,K17,235457,
11,K18,254928,
11,K19,211945,
11,K20,210459,
11,K21,300199,
11,K22,221722,
11,K23,265841,
11,K24,555158,
11,L01,379038,
11,L02,69372,
11,L03,210881,
11,L04,207869,
11,L05,218667,
11,L06,200047,
11,L07,181325,
11,L08,160765,
11,L09,228404,
11,L10,200109,
11,L11,90381,
11,L12,218156,
11,L13,38771,
11,L14,95806,
11,L15,218436,
11,L16,118572,
11,L17,261897,
11,L18,218951,
11,L19,195449,
11,L20,218386,
11,L21,128908,
11,L22,183331,
11,L23,98114,
11,L24,216051,
11,M01,284233,
11,M02,251777,
11,M03,91113,
11,M04,50046,
11,M05,186348,
11,M06,223630,
11,M07,204710,
11,M08,212498,
11,M09,223466,
11,M10,85039,
11,M11,52181,
11,M12,200256,
11,M13,219743,
11,M14,207994,
11,M15,225787,
11,M16,235695,
11,M17,228527,
11,M18,205548,
11,M19,198700,
11,M20,193372,
11,M21,181908,
11,M22,219682,
11,M23,242038,
11,M24,457828,
11,N01,521609,
11,N02,233651,
11,N03,186155,
11,N04,176325,
11,N05,173952,
11,N06,210180,
11,N07,268890,
11,N08,210763,
11,N09,225080,
11,N10,192575,
11,N11,199750,
11,N12,166203,
11,N13,156830,
11,N14,227029,
11,N15,215317,
11,N16,204327,
11,N17,184389,
11,N18,40578,
11,N19,192256,
11,N20,173340,
11,N21,188194,
11,N22,81348,
11,N23,316473,
11,N24,469591,
11,O01,481811,
11,O02,307477,
11,O03,236642,
11,O04,265133,
11,O05,338941,
11,O06,301096,
11,O07,286169,
11,O08,283244,
11,O09,278963,
11,O10,252509,
11,O11,302712,
11,O12,255945,
11,O13,316734,
11,O14,277895,
11,O15,325388,
11,O16,350721,
11,O17,331289,
11,O18,294611,
11,O19,198889,
11,O20,224737,
11,O21,219055,
11,O22,316378,
11,O23,312980,
11,O24,448791,
11,P01,505216,
11,P02,530873,
11,P03,369409,
11,P04,323928,
11,P05,365120,
11,P06,369580,
11,P07,391639,
11,P08,438710,
11,P09,400321,
11,P10,462510,
11,P11,431918,
11,P12,498925,
11,P13,458937,
11,P14,262235,
11,P15,484720,
11,P16,444781,
11,P17,552529,
11,P18,440066,
11,P19,438090,
11,P20,532094,
11,P21,413868,
11,P22,476838,
11,P23,489062,
11,P24,482936,

,,PltRpt=1 Group=1 new alamar blue(1) De=1st Ex=Top Em=Top Wdw=N/A (14),
Plate,Well,Signal,
12,A01,553472,
12,A02,582851,
12,A03,601179,
12,A04,565339,
12,A05,594991,
12,A06,589533,
12,A07,593799,
12,A08,591070,
12,A09,502116,
12,A10,602174,
12,A11,568789,
12,A12,534423,
12,A13,474767,
12,A14,583675,
12,A15,530727,
12,A16,601110,
12,A17,600831,
12,A18,631594,
12,A19,566709,
12,A20,619276,
12,A21,539563,
12,A22,621047,
12,A23,615388,
12,A24,609119,
12,B01,493819,
12,B02,414343,
12,B03,384610,
12,B04,175004,
12,B05,319672,
12,B06,332252,
12,B07,46978,
12,B08,359590,
12,B09,469984,
12,B10,306768,
12,B11,180007,
12,B12,160554,
12,B13,481601,
12,B14,310933,
12,B15,292928,
12,B16,373220,
12,B17,480076,
12,B18,178519,
12,B19,474883,
12,B20,554801,
12,B21,535963,
12,B22,363946,
12,B23,501536,
12,B24,565694,
12,C01,525858,
12,C02,578260,
12,C03,116041,
12,C04,60933,
12,C05,316925,
12,C06,279080,
12,C07,282958,
12,C08,263934,
12,C09,192209,
12,C10,67608,
12,C11,58885,
12,C12,302897,
12,C13,235422,
12,C14,248929,
12,C15,183866,
12,C16,200751,
12,C17,222364,
12,C18,321139,
12,C19,321834,
12,C20,285603,
12,C21,272141,
12,C22,364332,
12,C23,501476,
12,C24,652394,
12,D01,531951,
12,D02,491932,
12,D03,288019,
12,D04,205298,
12,D05,136706,
12,D06,97538,
12,D07,179682,
12,D08,52861,
12,D09,205188,
12,D10,201193,
12,D11,286616,
12,D12,89422,
12,D13,188691,
12,D14,90614,
12,D15,194602,
12,D16,50486,
12,D17,91795,
12,D18,261855,
12,D19,246046,
12,D20,143546,
12,D21,218617,
12,D22,193696,
12,D23,286947,
12,D24,575082,
12,E01,626681,
12,E02,341638,
12,E03,125077,
12,E04,54332,
12,E05,179175,
12,E06,190597,
12,E07,185545,
12,E08,219253,
12,E09,194444,
12,E10,60729,
12,E11,47970,
12,E12,236781,
12,E13,172324,
12,E14,189204,
12,E15,202027,
12,E16,235760,
12,E17,196372,
12,E18,213384,
12,E19,173227,
12,E20,190112,
12,E21,257704,
12,E22,270260,
12,E23,495572,
12,E24,615924,
12,F01,565085,
12,F02,313075,
12,F03,293593,
12,F04,166884,
12,F05,204123,
12,F06,189693,
12,F07,210116,
12,F08,154330,
12,F09,87698,
12,F10,128965,
12,F11,225877,
12,F12,200210,
12,F13,211277,
12,F14,39750,
12,F15,206921,
12,F16,158349,
12,F17,241182,
12,F18,204770,
12,F19,242566,
12,F20,176377,
12,F21,194503,
12,F22,223739,
12,F23,572556,
12,F24,578904,
12,G01,606221,
12,G02,535720,
12,G03,100345,
12,G04,57782,
12,G05,188137,
12,G06,230681,
12,G07,188023,
12,G08,189947,
12,G09,195164,
12,G10,56085,
12,G11,52566,
12,G12,193896,
12,G13,213348,
12,G14,224579,
12,G15,187804,
12,G16,201302,
12,G17,164800,
12,G18,218355,
12,G19,166874,
12,G20,201255,
12,G21,233335,
12,G22,237914,
12,G23,268427,
12,G24,543463,
12,H01,244929,
12,H02,87561,
12,H03,194713,
12,H04,213573,
12,H05,170585,
12,H06,175820,
12,H07,140798,
12,H08,167336,
12,H09,181962,
12,H10,191349,
12,H11,255100,
12,H12,195309,
12,H13,83506,
12,H14,74530,
12,H15,169869,
12,H16,123323,
12,H17,181052,
12,H18,186931,
12,H19,161898,
12,H20,186913,
12,H21,137833,
12,H22,213520,
12,H23,174903,
12,H24,368383,
12,I01,604614,
12,I02,462819,
12,I03,132618,
12,I04,62986,
12,I05,210910,
12,I06,166164,
12,I07,196230,
12,I08,215515,
12,I09,187316,
12,I10,105712,
12,I11,52955,
12,I12,216563,
12,I13,178887,
12,I14,180986,
12,I15,198303,
12,I16,190386,
12,I17,166928,
12,I18,205170,
12,I19,186039,
12,I20,228669,
12,I21,206930,
12,I22,188961,
12,I23,457081,
12,I24,515078,
12,J01,48860,
12,J02,162860,
12,J03,221922,
12,J04,175313,
12,J05,134346,
12,J06,163976,
12,J07,217082,
12,J08,84763,
12,J09,132564,
12,J10,210379,
12,J11,212326,
12,J12,166375,
12,J13,177083,
12,J14,179903,
12,J15,259109,
12,J16,178190,
12,J17,217117,
12,J18,170251,
12,J19,239269,
12,J20,183573,
12,J21,131003,
12,J22,148533,
12,J23,192680,
12,J24,241157,
12,K01,508364,
12,K02,437271,
12,K03,94545,
12,K04,55764,
12,K05,228366,
12,K06,224616,
12,K07,225472,
12,K08,187615,
12,K09,197619,
12,K10,102670,
12,K11,53678,
12,K12,184180,
12,K13,223762,
12,K14,212521,
12,K15,205578,
12,K16,197328,
12,K17,170976,
12,K18,207131,
12,K19,177890,
12,K20,228000,
12,K21,228343,
12,K22,275774,
12,K23,400954,
12,K24,476116,
12,L01,178961,
12,L02,42193,
12,L03,240675,
12,L04,219705,
12,L05,226574,
12,L06,176403,
12,L07,174095,
12,L08,153189,
12,L09,189233,
12,L10,178672,
12,L11,93847,
12,L12,201055,
12,L13,37731,
12,L14,85463,
12,L15,206600,
12,L16,99861,
12,L17,203226,
12,L18,208219,
12,L19,194479,
12,L20,186522,
12,L21,149411,
12,L22,262617,
12,L23,217407,
12,L24,357439,
12,M01,500908,
12,M02,308307,
12,M03,90211,
12,M04,55450,
12,M05,220561,
12,M06,227752,
12,M07,204415,
12,M08,184188,
12,M09,184685,
12,M10,104077,
12,M11,55555,
12,M12,207003,
12,M13,204119,
12,M14,276005,
12,M15,183643,
12,M16,171902,
12,M17,206194,
12,M18,207206,
12,M19,194423,
12,M20,193202,
12,M21,233006,
12,M22,221325,
12,M23,349108,
12,M24,529404,
12,N01,516531,
12,N02,247836,
12,N03,204246,
12,N04,195036,
12,N05,161864,
12,N06,193105,
12,N07,174974,
12,N08,182125,
12,N09,207885,
12,N10,192657,
12,N11,248093,
12,N12,175392,
12,N13,155350,
12,N14,209540,
12,N15,164632,
12,N16,135705,
12,N17,179722,
12,N18,39880,
12,N19,178255,
12,N20,205269,
12,N21,200035,
12,N22,189291,
12,N23,362485,
12,N24,540322,
12,O01,461498,
12,O02,447941,
12,O03,308810,
